#stable_id	start	end	strand	biotype	description
MRA_1843	2085809	2088634	1	protein_coding	glycine dehydrogenase
MRA_1844	2088861	2089721	-1	protein_coding	haloalkane dehalogenase
MRA_1845	2089762	2090628	1	protein_coding	putative hydrolase
MRA_1846	2090633	2092519	-1	protein_coding	hypothetical protein
MRA_1847	2092535	2094568	-1	protein_coding	hypothetical protein
MRA_1848	2094688	2096913	-1	protein_coding	malate synthase
MRA_1849	2097189	2097584	-1	protein_coding	hypothetical protein
MRA_1850	2097581	2097844	-1	protein_coding	conserved hypothetical protein
MRA_1851	2097903	2099450	-1	protein_coding	PE-PGRS family protein
MRA_1852	2099613	2100650	-1	protein_coding	conserved hypothetical membrane protein
MRA_1853	2100650	2102017	-1	protein_coding	conserved hypothetical membrane protein
MRA_1854	2102191	2103630	-1	protein_coding	inositol-5-monophosphate dehydrogenase
MRA_1855	2103663	2105120	-1	protein_coding	6-phosphogluconate dehydrogenase
MRA_1856	2105150	2106100	-1	protein_coding	hypothetical protein
MRA_1857	2106115	2106531	-1	protein_coding	putative transcriptional regulatory protein
MRA_1858	2106809	2107231	1	protein_coding	hypothetical protein
MRA_1859	2107280	2107582	1	protein_coding	urease subunit gamma
MRA_1860	2107579	2107893	1	protein_coding	urease subunit beta
MRA_1861	2107893	2109626	1	protein_coding	urease subunit alpha
MRA_1862	2109626	2110261	1	protein_coding	urease accessory protein UreF
MRA_1863	2110272	2110946	1	protein_coding	urease accessory protein UreG
MRA_1864	2110954	2111580	1	protein_coding	putative urease accessory protein UreD
MRA_1865	2111583	2112974	-1	protein_coding	NADH dehydrogenase Ndh
MRA_1866	2113116	2114039	-1	protein_coding	putative oxidoreductase
MRA_1867	2114078	2114755	-1	protein_coding	putative oxidoreductase
MRA_1868	2114917	2115702	1	protein_coding	molybdate ABC transporter substrate-binding protein
MRA_1869	2115705	2116499	1	protein_coding	molybdate ABC transporter permease protein
MRA_1870	2116506	2117615	1	protein_coding	molybdate ABC transporter ATP-binding protein
MRA_1871	2117668	2118645	1	protein_coding	alanine and proline rich secreted protein Apa
MRA_1872	2119097	2119402	1	protein_coding	putative conserved transmembrane protein
MRA_1873	2119476	2120516	1	protein_coding	alcohol dehydrogenase AdhA
MRA_1874	2120523	2121293	-1	protein_coding	putative conserved integral membrane protein
MRA_1875	2121286	2122041	-1	protein_coding	hypothetical protein
MRA_1876	2122038	2122898	-1	protein_coding	putative short-chain type dehydrogenase
MRA_1877	2122994	2125408	1	protein_coding	hypothetical protein
MRA_1878	2125696	2127180	1	protein_coding	acetyl-CoA acetyltransferase
MRA_1879	2127279	2129378	1	protein_coding	hypothetical protein
MRA_1880	2129392	2130627	-1	protein_coding	ferredoxin reductase
MRA_1881	2130727	2131362	-1	protein_coding	hypothetical protein
MRA_1882	2131427	2131816	-1	protein_coding	hypothetical protein
MRA_1883	2131839	2133083	-1	protein_coding	L-lactate dehydrogenase
MRA_1884	2133106	2133543	1	protein_coding	hypothetical protein
MRA_1885	2133616	2134302	1	protein_coding	hypothetical protein
MRA_1886	2134313	2134756	1	protein_coding	hypothetical protein
MRA_1887	2135272	2135751	1	protein_coding	bacterioferritin
MRA_1888	2135836	2137899	1	protein_coding	putative integral membrane protein
MRA_1889	2137954	2139306	1	protein_coding	putative glutamine synthetase
MRA_1890	2139309	2140445	1	protein_coding	hypothetical protein
MRA_1891	2140473	2141789	-1	protein_coding	putative cytochrome p450 140 CYP140
MRA_1892	2141839	2142261	-1	protein_coding	putative lipoprotein LppE
MRA_1893	2142302	2143135	-1	protein_coding	putative short-chain type dehydrogenase/reductase
MRA_1894	2143163	2143624	-1	protein_coding	hypothetical protein
MRA_1895	2143663	2144193	-1	protein_coding	putative resuscitation-promoting factor RpfC
MRA_1896	2144205	2144804	-1	protein_coding	chorismate mutase
MRA_1897	2144822	2145799	-1	protein_coding	secreted antigen 85-B FbpB
MRA_1898	2146190	2147332	1	protein_coding	hypothetical protein
MRA_1899	2147451	2148011	-1	protein_coding	putative transmembrane protein
MRA_1899A	2148376	2148549	-1	protein_coding	hypothetical protein
MRA_1900	2148593	2148949	-1	protein_coding	hypothetical protein
MRA_1901	2149008	2149619	-1	protein_coding	hypothetical protein
MRA_1902	2149673	2150080	1	protein_coding	hypothetical protein
MRA_1903	2150097	2150408	1	protein_coding	putative membrane protein
MRA_1904	2150418	2150636	1	protein_coding	hypothetical protein
MRA_1905	2150671	2151801	-1	protein_coding	hypothetical protein
MRA_1906	2151874	2152305	1	protein_coding	hypothetical protein
MRA_1907	2152453	2153607	1	protein_coding	putative dehydrogenase
MRA_1908	2153467	2154378	-1	protein_coding	hypothetical protein
MRA_1909	2154383	2154814	-1	protein_coding	D-tyrosyl-tRNA deacylase
MRA_1909A	2154872	2155180	1	protein_coding	hypothetical protein
MRA_1910	2155146	2156177	-1	protein_coding	putative lipoprotein LppD
MRA_1911	2156177	2157565	-1	protein_coding	putative lignin peroxidase LipJ
MRA_1912	2157594	2158886	1	protein_coding	competence damage-inducible protein A
MRA_1913	2158938	2160206	-1	protein_coding	putative sialic acid-transport integral membrane protein NanT
MRA_1914	2160296	2160700	1	protein_coding	putative conserved membrane protein
MRA_1915	2160886	2161317	1	protein_coding	conserved hypothetical protein
MRA_1916	2161365	2162327	-1	protein_coding	D-amino acid oxidase
MRA_1917	2162357	2162827	-1	protein_coding	hypothetical protein
MRA_1918	2163167	2163814	-1	protein_coding	hypothetical protein
MRA_1919	2163821	2166043	-1	protein_coding	catalase-peroxidase
MRA_1920	2166081	2166533	-1	protein_coding	ferric uptake regulation protein FurA
MRA_1921	2166638	2167231	-1	protein_coding	phosphatidylethanolamine-binding protein
MRA_1922	2167314	2167919	-1	protein_coding	putative lipoprotein LppC
MRA_1923	2168019	2169023	-1	protein_coding	oxidoreductase FadB5
MRA_1924	2169123	2169875	1	protein_coding	hypothetical protein
MRA_1925	2169853	2170260	-1	protein_coding	hypothetical protein
MRA_1926	2170395	2171498	1	protein_coding	isocitrate lyase AceAa
MRA_1927	2171498	2172694	1	protein_coding	isocitrate lyase AceAb
MRA_1928	2172864	2177243	-1	protein_coding	PPE family protein
MRA_1929	2177581	2180544	-1	protein_coding	PPE family protein
MRA_1930	2180993	2181457	-1	protein_coding	hypothetical protein
MRA_1931	2181555	2182418	1	protein_coding	1-acyl-sn-glycerol-3-phosphate acyltransferase
MRA_1932	2182456	2183727	-1	protein_coding	putative conserved lipoprotein LppF
MRA_1933	2183999	2185114	1	protein_coding	putative peptidase
MRA_1934	2185105	2186445	1	protein_coding	putative lipase LipD
MRA_1935	2186482	2186862	-1	protein_coding	hypothetical protein
MRA_1936	2187019	2188881	1	protein_coding	fatty-acid-CoA ligase FadD31
MRA_1937	2188889	2189368	-1	protein_coding	immunogenic protein Mpt63
MRA_1938	2189605	2190378	1	protein_coding	hypothetical protein
MRA_1939	2190382	2191149	-1	protein_coding	putative short-chain type dehydrogenase/reductase
MRA_1940	2191194	2191805	-1	protein_coding	hypothetical protein
MRA_1940A	2191817	2192341	-1	protein_coding	hypothetical protein
MRA_1941	2192359	2193138	-1	protein_coding	putative transcriptional regulatory protein
MRA_1942	2193271	2193768	1	protein_coding	thiol peroxidase
MRA_1943	2193765	2194856	-1	protein_coding	acyl-CoA dehydrogenase FadE18
MRA_1944	2194858	2196087	-1	protein_coding	acyl-CoA dehydrogenase FadE17
MRA_1945	2196102	2197058	-1	protein_coding	enoyl-CoA hydratase EchA13
MRA_1946	2197283	2198392	1	protein_coding	putative monooxygenase
MRA_1947	2198395	2200914	1	protein_coding	putative oxygenase
MRA_1948	2200926	2201996	1	protein_coding	epoxide hydrolase EphB
MRA_1949	2201993	2202508	1	protein_coding	putative dimerase
MRA_1950	2202505	2203566	1	protein_coding	3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
MRA_1951	2203563	2204333	1	protein_coding	putative short-chain type dehydrogenase/reductase
MRA_1952	2204543	2204872	-1	protein_coding	hypothetical protein
MRA_1953	2204869	2205246	-1	protein_coding	hypothetical protein
MRA_1954	2205243	2205833	-1	protein_coding	hypothetical protein
MRA_1955	2205804	2207252	1	protein_coding	hypothetical protein
MRA_1956	2207407	2207859	-1	protein_coding	putative lipoprotein LppG
MRA_1957	2207923	2208324	1	protein_coding	hypothetical protein
MRA_1958	2208613	2208963	-1	protein_coding	hypothetical protein
MRA_1959	2208974	2209876	-1	protein_coding	hypothetical protein
MRA_1960	2209897	2210088	-1	protein_coding	hypothetical protein
MRA_1961	2210089	2210385	-1	protein_coding	hypothetical protein
MRA_1962	2210625	2210840	1	protein_coding	hypothetical protein
MRA_1963	2210837	2211148	1	protein_coding	hypothetical protein
MRA_1964	2211483	2211995	1	protein_coding	hypothetical protein
MRA_1965	2212037	2212486	1	protein_coding	putative transcriptional regulatory protein
MRA_1966	2212483	2213028	1	protein_coding	hypothetical protein
MRA_1967	2212917	2213531	-1	protein_coding	hypothetical protein
MRA_1968	2213580	2213876	-1	protein_coding	conserved hypothetical protein
MRA_1969	2213873	2214124	-1	protein_coding	hypothetical protein
MRA_1970	2214111	2214605	1	protein_coding	hypothetical protein
MRA_1971	2214765	2215172	-1	protein_coding	hypothetical protein
MRA_1972	2215176	2215448	-1	protein_coding	hypothetical protein
MRA_1973	2215481	2216701	-1	protein_coding	TetR-family transcriptional repressor
MRA_1974	2216849	2217106	1	protein_coding	hypothetical protein
MRA_1975	2217600	2218397	1	protein_coding	conserved hypothetical integral membrane protein YrbE3A
MRA_1976	2218407	2219222	1	protein_coding	conserved hypothetical integral membrane protein YrbE3b
MRA_1977	2219227	2220504	1	protein_coding	MCE-family protein Mce3A
MRA_1978	2220501	2221529	1	protein_coding	MCE-family protein Mce3B
MRA_1979	2221526	2222758	1	protein_coding	MCE-family protein Mce3C
MRA_1980	2222755	2224026	1	protein_coding	MCE-family protein Mce3D
MRA_1981	2224023	2225156	1	protein_coding	MCE-family lipoprotein LprM
MRA_1982	2225157	2226470	1	protein_coding	MCE-family protein Mce3F
MRA_1983	2226492	2227067	1	protein_coding	putative conserved Mce associated membrane protein
MRA_1984	2227064	2227546	1	protein_coding	putative conserved Mce associated membrane protein
MRA_1985	2227559	2227936	1	protein_coding	putative conserved membrane protein
MRA_1986	2227952	2228617	1	protein_coding	hypothetical protein
MRA_1987	2228744	2229151	-1	protein_coding	hypothetical protein
MRA_1988	2229654	2230700	1	protein_coding	hypothetical protein
MRA_1989	2230808	2231656	1	protein_coding	hypothetical protein
MRA_1990	2231619	2233064	-1	protein_coding	amino acid permease
MRA_1991	2233243	2233929	-1	protein_coding	immunogenic protein Mpt64
MRA_1992	2234120	2235088	-1	protein_coding	ribonucleoside-diphosphate reductase subunit beta NrdF1
MRA_1993	2235313	2235732	-1	protein_coding	hypothetical protein
MRA_1994	2235741	2236001	-1	protein_coding	hypothetical protein
MRA_1995	2236144	2237820	1	protein_coding	PE-PGRS family protein
MRA_1996	2237808	2238461	-1	protein_coding	cutinase precursor Cfp21
MRA_1997	2238576	2238806	1	protein_coding	PE-PGRS family protein
MRA_1998	2238891	2239802	-1	protein_coding	chromosome replication initiation inhibitor protein
MRA_1999	2239911	2240510	1	protein_coding	putative conserved integral membrane protein
MRA_2000	2240926	2241354	1	protein_coding	putative chitinase
MRA_2001	2241580	2242119	1	protein_coding	putative rRNA adenine N-6-methyltransferase
MRA_2002	2242299	2242571	1	protein_coding	hypothetical protein
MRA_2003	2242639	2243199	-1	protein_coding	hypothetical protein
MRA_2004	2243196	2243537	-1	protein_coding	putative transcriptional regulatory protein
MRA_2005	2243781	2244116	-1	protein_coding	putative dehydrogenase
MRA_2006	2244205	2244549	-1	protein_coding	hypothetical protein
MRA_2007	2244543	2244791	-1	protein_coding	conserved hypothetical protein
MRA_2008	2244891	2247206	-1	protein_coding	metal cation transporting P-type ATPase CtpG
MRA_2009	2247203	2247475	-1	protein_coding	hypothetical protein
MRA_2010	2247528	2247884	-1	protein_coding	ArsR family transcriptional regulator
MRA_2011	2248041	2248808	1	protein_coding	hypothetical protein
MRA_2012	2248904	2249857	1	protein_coding	conserved hypothetical protein
MRA_2013	2250059	2252776	1	protein_coding	metal cation transporting P-type ATPase CtpF
MRA_2014	2252845	2253621	-1	protein_coding	hypothetical protein
MRA_2015	2253716	2255038	-1	protein_coding	putative integral membrane protein
MRA_2016	2255109	2256722	1	protein_coding	hypothetical protein
MRA_2017	2256732	2257484	1	protein_coding	hypothetical protein
MRA_2018	2257560	2258342	1	protein_coding	putative 20-beta-hydroxysteroid dehydrogenase FabG3
MRA_2019	2258463	2259320	-1	protein_coding	hypothetical protein
MRA_2020	2259378	2260874	-1	protein_coding	hypothetical protein
MRA_2021	2260896	2261783	-1	protein_coding	conserved hypothetical protein
MRA_2022	2261902	2265885	1	protein_coding	putative glycosyl hydrolase
MRA_2023	2265984	2266328	-1	protein_coding	ferredoxin FdxA
MRA_2024	2266517	2267842	-1	protein_coding	hypothetical protein
MRA_2025	2267930	2268172	1	protein_coding	hypothetical protein
MRA_2026	2268173	2268571	1	protein_coding	hypothetical protein
MRA_2027	2268754	2269185	-1	protein_coding	hypothetical protein
MRA_2028	2269226	2269720	1	protein_coding	hypothetical protein
MRA_2029	2270565	2271044	1	protein_coding	putative transposase
MRA_2030	2270998	2271588	1	protein_coding	putative transposase
MRA_2031	2271716	2272972	-1	protein_coding	hypothetical protein
MRA_2032	2273326	2273901	1	protein_coding	hypothetical protein
MRA_2033	2273898	2274938	1	protein_coding	putative transcriptional regulatory protein
MRA_2034	2275180	2275899	1	protein_coding	hypothetical protein
MRA_2035	2275889	2276305	1	protein_coding	hypothetical protein
MRA_2036	2276321	2276620	-1	protein_coding	hypothetical protein
MRA_2037	2276705	2277010	-1	protein_coding	putative transcriptional regulatory protein
MRA_2038	2277019	2277624	-1	protein_coding	hypothetical protein
MRA_2038A	2277649	2278008	-1	protein_coding	hypothetical protein
MRA_2039	2278593	2280140	-1	protein_coding	hypothetical protein
MRA_2040	2280650	2281648	-1	protein_coding	cation efflux system protein
MRA_2041	2281763	2282647	-1	protein_coding	conserved hypothetical protein
MRA_2042	2282687	2284408	-1	protein_coding	histidine kinase response regulator
MRA_2043	2284469	2285308	-1	protein_coding	conserved hypothetical protein
MRA_2044	2285305	2286324	-1	protein_coding	phosphofructokinase PfkB
MRA_2045	2286341	2288386	-1	protein_coding	hypothetical protein
MRA_2046	2288398	2288832	-1	protein_coding	antigen Hsp20
MRA_2047	2289029	2290024	1	protein_coding	conserved hypothetical protein Acg
MRA_2048	2290140	2290982	-1	protein_coding	hypothetical protein
MRA_2049	2291194	2291517	1	protein_coding	ArsR family transcriptional regulator
MRA_2050	2291514	2292002	1	protein_coding	hypothetical protein
MRA_2051	2291999	2292640	1	protein_coding	hypothetical protein
MRA_2052	2292647	2293621	-1	protein_coding	hypothetical protein
MRA_2053	2293623	2294696	-1	protein_coding	sugar ABC transporter ATP-binding protein
MRA_2054	2294699	2295541	-1	protein_coding	sugar ABC transporter permease protein
MRA_2055	2295528	2296430	-1	protein_coding	sugar ABC transporter permease protein
MRA_2056	2296427	2297746	-1	protein_coding	putative sugar-binding lipoprotein
MRA_2057	2297784	2298581	-1	protein_coding	hypothetical protein
MRA_2058	2298581	2299141	-1	protein_coding	pyrazinamidase/nicotinamidase
MRA_2059	2299182	2299499	-1	protein_coding	hypothetical protein
MRA_2060	2299585	2301120	-1	protein_coding	carboxylesterase LipT
MRA_2061	2301169	2301825	1	protein_coding	putative lipoprotein LppI
MRA_2062	2301862	2304426	-1	protein_coding	hypothetical protein
MRA_2063	2304431	2316886	-1	protein_coding	polyketide synthase Pks12
MRA_2064	2317193	2317417	-1	protein_coding	hypothetical protein
MRA_2065	2317721	2318056	1	protein_coding	hypothetical protein
MRA_2066	2318031	2320655	-1	protein_coding	polyprenol-monophosphomannose synthase Ppm1
MRA_2067	2320813	2322417	-1	protein_coding	hypothetical protein
MRA_2068	2322422	2322949	-1	protein_coding	hypothetical protein
MRA_2069	2323025	2323738	1	protein_coding	conserved hypothetical protein
MRA_2070	2323987	2324253	-1	protein_coding	30S ribosomal protein S18
MRA_2071	2324254	2324559	-1	protein_coding	30S ribosomal protein S14
MRA_2072	2324561	2324725	-1	protein_coding	50S ribosomal protein L33
MRA_2073	2324725	2324961	-1	protein_coding	50S ribosomal protein L28
MRA_2074	2325074	2326609	1	protein_coding	conserved hypothetical protein
MRA_2074A	2326581	2326985	-1	protein_coding	hypothetical protein
MRA_2075	2327069	2330653	-1	protein_coding	cobaltochelatase
MRA_2076	2330731	2330964	1	protein_coding	conserved hypothetical protein
MRA_2077	2330957	2331367	1	protein_coding	hypothetical protein
MRA_2078	2331351	2332442	1	protein_coding	CobG-related protein
MRA_2079	2332452	2333078	1	protein_coding	precorrin-8x methylmutase
MRA_2080	2333075	2334601	1	protein_coding	S-adenosyl-L-methionine--precorrin-2 methyltransferase/precorrin-3b c17-methyltransferase
MRA_2081	2334547	2335770	-1	protein_coding	hypothetical protein
MRA_2082	2335786	2336709	-1	protein_coding	beta-lactamase
MRA_2083	2336844	2337401	1	protein_coding	Ecf subfamily RNA polymerase sigma-70 factor
MRA_2084	2337391	2338125	-1	protein_coding	precorrin-6x reductase
MRA_2085	2338122	2338877	-1	protein_coding	precorrin-4 c11-methyltransferase
MRA_2086	2338874	2340046	-1	protein_coding	precorrin-6y c5,15-methyltransferase
MRA_2087	2340114	2340863	-1	protein_coding	putative short-chain type dehydrogenase/reductase
MRA_2088	2340893	2341306	1	protein_coding	hypothetical protein
MRA_2089	2341316	2342779	-1	protein_coding	putative hypothetical exported or envelope protein
MRA_2090	2342937	2343188	-1	protein_coding	hypothetical protein
MRA_2091	2343223	2344194	-1	protein_coding	putative conserved transmembrane protein
MRA_2091A	2344195	2344494	-1	protein_coding	hypothetical protein
MRA_2092	2344959	2345273	1	protein_coding	hypothetical protein
MRA_2093	2345255	2347225	1	protein_coding	hypothetical protein
MRA_2094	2347206	2347769	1	protein_coding	putative lipoprotein LppJ
MRA_2095	2347690	2348088	1	protein_coding	hypothetical protein
MRA_2096	2347965	2348405	-1	protein_coding	putative transmembrane protein
MRA_2098	2348609	2350774	1	protein_coding	hypothetical protein
MRA_2099	2350771	2351715	1	protein_coding	hypothetical protein
MRA_2100	2351708	2352844	1	protein_coding	hypothetical protein
MRA_2101	2352927	2353232	1	protein_coding	putative transposase
MRA_2102	2353211	2353816	1	protein_coding	hypothetical protein
MRA_2103	2354311	2356080	1	protein_coding	serine/threonine protein kinase
MRA_2104	2356097	2357224	-1	protein_coding	putative Xaa-Pro dipeptidase
MRA_2105	2357273	2358454	1	protein_coding	putative 5'-3' exonuclease
MRA_2106	2358458	2359192	-1	protein_coding	putative membrane protein
MRA_2107	2359234	2361954	-1	protein_coding	ATP-dependent DNA helicase HelY
MRA_2108	2362003	2362929	-1	protein_coding	twin arginine-targeting protein translocase TatC
MRA_2109	2362946	2363197	-1	protein_coding	twin argininte translocase protein A
MRA_2110	2363265	2364215	-1	protein_coding	hypothetical protein
MRA_2111	2364212	2365210	-1	protein_coding	hypothetical protein
MRA_2112	2365219	2366577	-1	protein_coding	hypothetical protein
MRA_2113	2366826	2367875	-1	protein_coding	PE-PGRS family protein
MRA_2114	2368291	2369943	1	protein_coding	hypothetical protein
MRA_2115	2370142	2373183	1	protein_coding	putative helicase HelZ
MRA_2116	2373293	2374009	1	protein_coding	hypothetical protein
MRA_2117	2373988	2374422	-1	protein_coding	hypothetical protein
MRA_2118	2374429	2374683	-1	protein_coding	hypothetical protein
MRA_2119	2374699	2374956	-1	protein_coding	hypothetical protein
MRA_2120	2375367	2375693	1	protein_coding	IS6110 hypothetical protein
MRA_2121	2375744	2376628	1	protein_coding	IS6110 transposase
MRA_2122	2377261	2377557	1	protein_coding	PE family protein
MRA_2123	2377613	2378344	1	protein_coding	PPE family protein
MRA_2124	2378885	2379631	-1	protein_coding	proteasome subunit alpha
MRA_2125	2379628	2380503	-1	protein_coding	proteasome subunit beta
MRA_2126	2380500	2380694	-1	protein_coding	hypothetical protein
MRA_2127	2380807	2382471	-1	protein_coding	hypothetical protein
MRA_2128	2382532	2383725	1	protein_coding	putative integral membrane protein
MRA_2129	2383736	2384359	1	protein_coding	hypothetical protein
MRA_2130	2384363	2386192	-1	protein_coding	AAA family ATPase
MRA_2131	2386473	2387042	1	protein_coding	putative conserved lipoprotein LppK
MRA_2132	2387050	2387343	1	protein_coding	hypothetical protein
MRA_2133	2387372	2388214	-1	protein_coding	putative RNA methyltransferase
MRA_2134	2388288	2389124	1	protein_coding	hypothetical protein
MRA_2135	2389147	2389629	-1	protein_coding	putative conserved integral membrane protein
MRA_2136	2389708	2390562	-1	protein_coding	ATP phosphoribosyltransferase
MRA_2137	2390565	2390846	-1	protein_coding	putative phosphoribosyl-AMP pyrophosphatase HisE
MRA_2138	2390973	2392394	1	protein_coding	PPE family protein
MRA_2139	2392391	2395969	-1	protein_coding	putative 5-methyltetrahydrofolate--homocystein methyltransferase
MRA_2140	2396195	2397073	1	protein_coding	hypothetical protein
MRA_2140A	2397104	2397874	-1	protein_coding	PE-PGRS family protein
MRA_2141	2398518	2399987	1	protein_coding	putative L-asparagine permease AnsP1
MRA_2142	2399987	2400190	1	protein_coding	putative conserved transmembrane protein
MRA_2143	2400210	2401091	-1	protein_coding	putative oxidoreductase
MRA_2144	2401117	2402361	-1	protein_coding	cysteinyl-tRNA synthetase
MRA_2145	2402419	2403222	-1	protein_coding	monophosphatase CysQ
MRA_2146	2403313	2403543	1	protein_coding	conserved hypothetical protein
MRA_2147	2403753	2404541	-1	protein_coding	hypothetical protein
MRA_2148	2404552	2405139	-1	protein_coding	hypothetical protein
MRA_2149	2405203	2405913	-1	protein_coding	conserved hypothetical protein
MRA_2150	2405910	2406740	-1	protein_coding	undecaprenyl pyrophosphate phosphatase
MRA_2151	2406804	2407217	-1	protein_coding	hypothetical protein
MRA_2152	2407232	2408308	1	protein_coding	putative conserved lipoprotein LppL
MRA_2153	2408622	2409695	1	protein_coding	dihydroorotate dehydrogenase
MRA_2154	2409700	2410230	-1	protein_coding	conserved hypothetical protein
MRA_2155	2410278	2411624	-1	protein_coding	hypothetical protein
MRA_t22	2411889	2411974	1	tRNA	-
MRA_2156	2412095	2412412	-1	protein_coding	hypothetical protein
MRA_2157	2412409	2412624	-1	protein_coding	hypothetical protein
MRA_2158	2412879	2413937	1	protein_coding	hypothetical protein
MRA_2159	2414067	2414423	-1	protein_coding	putative transmembrane protein
MRA_2160	2414518	2415300	-1	protein_coding	conserved hypothetical protein Wag31
MRA_2161	2415568	2415858	-1	protein_coding	putative conserved transmembrane protein
MRA_2162	2416020	2416745	-1	protein_coding	hypothetical protein
MRA_2163	2416742	2417518	-1	protein_coding	hypothetical protein
MRA_2164	2417524	2418276	-1	protein_coding	conserved hypothetical protein YfiH
MRA_2165	2418287	2419426	-1	protein_coding	cell division protein FtsZ
MRA_2166	2419599	2420543	-1	protein_coding	cell division protein FtsQ
MRA_2167	2420540	2422024	-1	protein_coding	UDP-N-acetylmuramate-alanine ligase MurC
MRA_2168	2422021	2423253	-1	protein_coding	N-acetylglucosaminyl transferase
MRA_2169	2423250	2424824	-1	protein_coding	cell division protein FtsW
MRA_2170	2424836	2426296	-1	protein_coding	UDP-N-acetylmuramoylalanine-D-glutamate ligase MurD
MRA_2171	2426298	2427377	-1	protein_coding	phospho-N-acetylmuramoyl-pentapeptide-transferase
MRA_2172	2427374	2428906	-1	protein_coding	UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate-D-alanyl-D-alanyl ligase MurF
MRA_2173	2428903	2430510	-1	protein_coding	UDP-N-acetylmuramoylalanyl-D-glutamate-2, 6-diaminopimelate MurE
MRA_2174	2430533	2431567	-1	protein_coding	hypothetical protein
MRA_2175	2431564	2431905	-1	protein_coding	hypothetical protein
MRA_2176	2432173	2433039	-1	protein_coding	hypothetical protein
MRA_2177	2433142	2434740	-1	protein_coding	PE-PGRS family protein
MRA_2178	2434950	2436989	-1	protein_coding	penicillin-binding membrane protein PbpB
MRA_2179	2436986	2438140	-1	protein_coding	putative conserved proline rich membrane protein
MRA_2180	2438137	2439327	-1	protein_coding	S-adenosyl-methyltransferase
MRA_2181	2439329	2439760	-1	protein_coding	hypothetical protein
MRA_2182	2440061	2440945	-1	protein_coding	IS6110 transposase
MRA_2183	2440996	2441322	-1	protein_coding	IS6110 hypothetical protein
MRA_2184	2441467	2441871	-1	protein_coding	putative conserved transmembrane protein
MRA_2185	2442137	2442757	1	protein_coding	hypothetical protein
MRA_2186	2442853	2443536	1	protein_coding	putative conserved lipoprotein LppM
MRA_2187	2443533	2444438	-1	protein_coding	hypothetical protein
MRA_2188	2444749	2445807	1	protein_coding	putative geranylgeranyl pyrophosphate synthetase IdsA2
MRA_2189	2445811	2447361	1	protein_coding	putative conserved integral membrane protein
MRA_2190	2447348	2447788	-1	protein_coding	hypothetical protein
MRA_2191	2447843	2449042	1	protein_coding	serine/threonine protein kinase
MRA_2192	2449184	2449849	-1	protein_coding	putative transposase
MRA_2193	2450234	2451622	-1	protein_coding	putative phospho-2-dehydro-3-deoxyheptonate aldolase
MRA_2194	2451713	2452219	-1	protein_coding	hypothetical protein
MRA_2195	2452229	2453116	-1	protein_coding	putative conserved integral membrane protein
MRA_2196	2453204	2454487	1	protein_coding	putative conserved integral membrane protein
MRA_2197	2454488	2455231	-1	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase
MRA_2198	2455317	2455712	-1	protein_coding	hypothetical protein
MRA_2199	2455709	2456848	-1	protein_coding	hypothetical protein
MRA_2200	2456968	2457402	-1	protein_coding	conserved hypothetical protein
MRA_2201	2457507	2457896	-1	protein_coding	hypothetical protein
MRA_2202	2458062	2459864	1	protein_coding	long-chain-fatty-acid--CoA ligase
MRA_2203	2459895	2461052	-1	protein_coding	glycosyl transferase
MRA_2204	2461149	2461922	-1	protein_coding	hypothetical protein
MRA_2205	2462017	2463174	-1	protein_coding	conserved hypothetical protein
MRA_2206	2463360	2463611	-1	protein_coding	hypothetical protein
MRA_2207	2463721	2465658	1	protein_coding	hypothetical protein
MRA_2208	2465533	2466645	-1	protein_coding	anthranilate phosphoribosyltransferase
MRA_2209	2466803	2467414	1	protein_coding	cytochrome c oxidase subunit III
MRA_2210	2467455	2468297	1	protein_coding	cytochrome c family protein
MRA_2211	2468294	2469583	1	protein_coding	putative iron-sulfur protein
MRA_2212	2469580	2471229	1	protein_coding	ubiquinol-cytochrome C reductase QcrB
MRA_2213	2471406	2472050	-1	protein_coding	putative conserved transmembrane protein
MRA_2214	2472050	2472949	-1	protein_coding	putative conserved membrane protein MmpS3
MRA_2215	2473135	2473554	-1	protein_coding	putative conserved integral membrane protein
MRA_2216	2473562	2474653	-1	protein_coding	cytochrome c oxidase subunit II
MRA_2217	2474899	2476857	1	protein_coding	putative asparagine synthetase
MRA_2218	2476955	2477929	-1	protein_coding	carbohydrate kinase CbhK
MRA_2219	2478133	2478825	1	protein_coding	putative conserved membrane protein
MRA_2220	2478833	2479189	-1	protein_coding	conserved hypothetical protein
MRA_2221	2479289	2480575	-1	protein_coding	hypothetical protein
MRA_2222	2480524	2481234	1	protein_coding	putative conserved transmembrane protein
MRA_2223	2481313	2482398	1	protein_coding	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MRA_2224	2482395	2483144	1	protein_coding	cobalamin 5'-phosphate synthase CobS
MRA_2225	2483302	2484840	1	protein_coding	putative conserved integral membrane protein
MRA_2226	2484766	2485872	-1	protein_coding	branched-chain amino acid aminotransferase
MRA_2227	2485944	2487083	-1	protein_coding	aminomethyltransferase
MRA_2228	2487092	2488228	1	protein_coding	conserved hypothetical protein
MRA_2229	2488240	2489787	1	protein_coding	leucyl aminopeptidase
